出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","114","1","1240","茂生農經","683656.00","596612.00","-6029.00","17959.00","98974.00","--","--","98974.00","62242.00","--","36732.00","17632.00","54364.00","8168.00","46196.00","--","--","46196.00","-31348.00","--","14848.00","47666.00","--","-1470.00","16318.00","--","-1470.00","1.15"
"114/10/28","114","1","1259","安心","1469693.00","1146183.00","--","--","323510.00","--","--","323510.00","318342.00","--","5168.00","2189.00","7357.00","-3733.00","11090.00","--","--","11090.00","-82954.00","--","-71864.00","8751.00","--","2339.00","-72656.00","--","792.00","0.27"
"114/10/28","114","1","1264","德麥","1662710.00","1117905.00","--","--","544805.00","--","--","544805.00","264842.00","--","279963.00","6680.00","286643.00","65734.00","220909.00","--","--","220909.00","37995.00","--","258904.00","192662.00","--","28247.00","213795.00","--","45109.00","5.20"
"114/10/28","114","1","1268","漢來美食","1735459.00","906017.00","--","--","829442.00","--","--","829442.00","587035.00","--","242407.00","-9864.00","232543.00","47310.00","185233.00","--","--","185233.00","-16717.00","--","168516.00","185233.00","--","--","168516.00","--","--","4.39"
"114/10/28","114","1","1294","漢田生技","174677.00","109414.00","--","--","65263.00","--","--","65263.00","23544.00","--","41719.00","-211.00","41508.00","9350.00","32158.00","--","--","32158.00","--","--","32158.00","32156.00","--","2.00","32156.00","--","2.00","1.17"
"114/10/28","114","1","1295","生合","233724.00","107997.00","--","--","125727.00","--","--","125727.00","83310.00","--","42417.00","8790.00","51207.00","11838.00","39369.00","--","--","39369.00","7309.00","--","46678.00","39369.00","--","--","46678.00","--","--","1.26"
"114/10/28","114","1","1336","台翰","622572.00","510284.00","--","--","112288.00","--","--","112288.00","70437.00","--","41851.00","6751.00","48602.00","14661.00","33941.00","--","--","33941.00","15796.00","--","49737.00","33941.00","--","--","49737.00","--","--","0.44"
"114/10/28","114","1","1565","精華","1110980.00","844013.00","--","--","266967.00","--","--","266967.00","96253.00","--","170714.00","45734.00","216448.00","43302.00","173146.00","--","--","173146.00","1060.00","--","174206.00","173146.00","--","--","174206.00","--","--","3.43"
"114/10/28","114","1","1569","濱川","817948.00","807742.00","--","--","10206.00","--","--","10206.00","138787.00","--","-128581.00","20926.00","-107655.00","34883.00","-142538.00","--","--","-142538.00","41279.00","--","-101259.00","-161676.00","--","19138.00","-122429.00","--","21170.00","-1.33"
"114/10/28","114","1","1570","力肯","121078.00","79810.00","--","--","41268.00","--","--","41268.00","19708.00","--","21560.00","5388.00","26948.00","4689.00","22259.00","--","--","22259.00","-13930.00","--","8329.00","22259.00","--","0.00","8329.00","--","0.00","0.43"
