代號,名稱,年度,季別,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1102,亞泥,112,Q4,不適用,112/10/01~112/12/31,董事會決議,2.1,0.0,0.0,7447782050,0.0,0.0,0.0,0
1102,亞泥,112,Q4,不適用,112/10/01~112/12/31,董事會決議,2.1,0.0,0.0,7447782050,0.0,0.0,0.0,0
1102,亞泥,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1102,亞泥,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1102,亞泥,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1103,嘉泥,112,Y1,113/05/24,112/01/01~112/12/31,股東會確認,0.5,0.0,0.0,394406229,0.0,0.0,0.0,0
1103,嘉泥,112,Y1,113/05/24,112/01/01~112/12/31,股東會確認,0.5,0.0,0.0,394406229,0.0,0.0,0.0,0
1103,嘉泥,112,Y1,113/05/24,112/01/01~112/12/31,股東會確認,0.5,0.0,0.0,394406229,0.0,0.0,0.0,0
1103,嘉泥,112,Y1,113/05/24,112/01/01~112/12/31,股東會確認,0.5,0.0,0.0,394406229,0.0,0.0,0.0,0
1104,環泥,112,Y1,113/06/21,112/01/01~112/12/31,股東會確認,1.8,0.0,0.0,1211791441,0.2,0.0,0.0,13464349
1104,環泥,112,Y1,113/06/21,112/01/01~112/12/31,股東會確認,1.8,0.0,0.0,1211791441,0.2,0.0,0.0,13464349
1104,環泥,112,Y1,113/06/21,112/01/01~112/12/31,股東會確認,1.8,0.0,0.0,1211791441,0.2,0.0,0.0,13464349
1104,環泥,112,Y1,113/06/21,112/01/01~112/12/31,股東會確認,1.8,0.0,0.0,1211791441,0.2,0.0,0.0,13464349
1108,幸福,112,H2,113/06/18,112/07/01~112/12/31,股東會確認,1.0,0.0,0.0,404738049,0.0,0.0,0.0,0
1108,幸福,112,H2,113/06/18,112/07/01~112/12/31,股東會確認,1.0,0.0,0.0,404738049,0.0,0.0,0.0,0
1108,幸福,112,H2,113/06/18,112/07/01~112/12/31,股東會確認,1.0,0.0,0.0,404738049,0.0,0.0,0.0,0
1108,幸福,112,H1,不適用,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1108,幸福,112,H1,不適用,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1108,幸福,112,H1,不適用,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1108,幸福,112,H2,113/06/18,112/07/01~112/12/31,股東會確認,1.0,0.0,0.0,404738049,0.0,0.0,0.0,0
1108,幸福,112,H1,不適用,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1109,信大,112,Y1,113/06/19,112/01/01~112/12/31,股東會確認,1.2,0.0,0.0,409390642,0.0,0.0,0.0,0
1109,信大,112,Y1,113/06/19,112/01/01~112/12/31,股東會確認,1.2,0.0,0.0,409390642,0.0,0.0,0.0,0
1109,信大,112,Y1,113/06/19,112/01/01~112/12/31,股東會確認,1.2,0.0,0.0,409390642,0.0,0.0,0.0,0
1109,信大,112,Y1,113/06/19,112/01/01~112/12/31,股東會確認,1.2,0.0,0.0,409390642,0.0,0.0,0.0,0
1110,東泥,112,Y1,113/06/21,112/01/01~112/12/31,股東會確認,0.2,0.0,0.0,114400159,0.0,0.0,0.0,0
1110,東泥,112,Y1,113/06/21,112/01/01~112/12/31,股東會確認,0.2,0.0,0.0,114400159,0.0,0.0,0.0,0
1110,東泥,112,Y1,113/06/21,112/01/01~112/12/31,股東會確認,0.2,0.0,0.0,114400159,0.0,0.0,0.0,0
1110,東泥,112,Y1,113/06/21,112/01/01~112/12/31,股東會確認,0.2,0.0,0.0,114400159,0.0,0.0,0.0,0
1201,味全,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.266,0.0,0.0,134612735,0.0,0.0,0.0,0
1201,味全,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.266,0.0,0.0,134612735,0.0,0.0,0.0,0
1201,味全,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.266,0.0,0.0,134612735,0.0,0.0,0.0,0
1201,味全,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.266,0.0,0.0,134612735,0.0,0.0,0.0,0
1203,味王,112,Y1,113/06/26,112/01/01~112/12/31,股東會確認,1.1,0.0,0.0,264000000,0.0,0.0,0.0,0
1203,味王,112,Y1,113/06/26,112/01/01~112/12/31,股東會確認,1.1,0.0,0.0,264000000,0.0,0.0,0.0,0
1203,味王,112,Y1,113/06/26,112/01/01~112/12/31,股東會確認,1.1,0.0,0.0,264000000,0.0,0.0,0.0,0
1203,味王,112,Y1,113/06/26,112/01/01~112/12/31,股東會確認,1.1,0.0,0.0,264000000,0.0,0.0,0.0,0
1210,大成,112,Y1,不適用,112/01/01~112/12/31,董事會決議,2.2223535,0.0,0.0,1968487888,0.0,0.0,0.0,0
1210,大成,112,Y1,不適用,112/01/01~112/12/31,董事會決議,2.2223535,0.0,0.0,1968487888,0.0,0.0,0.0,0
1210,大成,112,Y1,不適用,112/01/01~112/12/31,董事會決議,2.2223535,0.0,0.0,1968487888,0.0,0.0,0.0,0
1210,大成,112,Y1,不適用,112/01/01~112/12/31,董事會決議,2.2223535,0.0,0.0,1968487888,0.0,0.0,0.0,0
1213,大飲,112,Y1,113/06/14,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1213,大飲,112,Y1,113/06/14,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1213,大飲,112,Y1,113/06/14,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1213,大飲,112,Y1,113/06/14,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1215,卜蜂,112,Y1,不適用,112/01/01~112/12/31,董事會決議,5.5,0.0,0.0,1621345539,0.0,0.0,0.0,0
1215,卜蜂,112,Y1,不適用,112/01/01~112/12/31,董事會決議,5.5,0.0,0.0,1621345539,0.0,0.0,0.0,0
1215,卜蜂,112,Y1,不適用,112/01/01~112/12/31,董事會決議,5.5,0.0,0.0,1621345539,0.0,0.0,0.0,0
1215,卜蜂,112,Y1,不適用,112/01/01~112/12/31,董事會決議,5.5,0.0,0.0,1621345539,0.0,0.0,0.0,0
1216,統一,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,3.0,0.0,0.0,17046046263,0.0,0.0,0.0,0
1216,統一,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,3.0,0.0,0.0,17046046263,0.0,0.0,0.0,0
1216,統一,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,3.0,0.0,0.0,17046046263,0.0,0.0,0.0,0
1216,統一,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,3.0,0.0,0.0,17046046263,0.0,0.0,0.0,0
1217,愛之味,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.23,0.0,0.0,113738067,0.0,0.0,0.0,0
1217,愛之味,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.23,0.0,0.0,113738067,0.0,0.0,0.0,0
1217,愛之味,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.23,0.0,0.0,113738067,0.0,0.0,0.0,0
1217,愛之味,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.23,0.0,0.0,113738067,0.0,0.0,0.0,0
1218,泰山,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q4,不適用,112/10/01~112/12/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q4,不適用,112/10/01~112/12/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q4,不適用,112/10/01~112/12/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,泰山,112,Q4,不適用,112/10/01~112/12/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1219,福壽,112,H1,不適用,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1219,福壽,112,H2,113/06/05,112/07/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,0.5,0.0,0.0,165649692,0.3,0.0,0.0,9938981
1219,福壽,112,H2,113/06/05,112/07/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,0.5,0.0,0.0,165649692,0.3,0.0,0.0,9938981
1219,福壽,112,H1,不適用,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1219,福壽,112,H1,不適用,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1219,福壽,112,H2,113/06/05,112/07/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,0.5,0.0,0.0,165649692,0.3,0.0,0.0,9938981
1219,福壽,112,H2,113/06/05,112/07/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,0.5,0.0,0.0,165649692,0.3,0.0,0.0,9938981
1219,福壽,112,H1,不適用,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1220,台榮,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,0.4,0.0,0.0,70831178,0.0,0.0,0.0,0
1220,台榮,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,0.4,0.0,0.0,70831178,0.0,0.0,0.0,0
1220,台榮,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,0.4,0.0,0.0,70831178,0.0,0.0,0.0,0
1220,台榮,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,0.4,0.0,0.0,70831178,0.0,0.0,0.0,0
1225,福懋油,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.4,0.0,0.0,321493486,0.0,0.0,0.0,0
1225,福懋油,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.4,0.0,0.0,321493486,0.0,0.0,0.0,0
1225,福懋油,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.4,0.0,0.0,321493486,0.0,0.0,0.0,0
1225,福懋油,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.4,0.0,0.0,321493486,0.0,0.0,0.0,0
1227,佳格,112,Y1,113/06/19,112/01/01~112/12/31,股東會確認,1.25,0.0,0.0,1143861989,0.0,0.0,0.0,0
1227,佳格,112,Y1,113/06/19,112/01/01~112/12/31,股東會確認,1.25,0.0,0.0,1143861989,0.0,0.0,0.0,0
1227,佳格,112,Y1,113/06/19,112/01/01~112/12/31,股東會確認,1.25,0.0,0.0,1143861989,0.0,0.0,0.0,0
1227,佳格,112,Y1,113/06/19,112/01/01~112/12/31,股東會確認,1.25,0.0,0.0,1143861989,0.0,0.0,0.0,0
1229,聯華,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q4,113/05/27,112/10/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.3,0.0,0.0,2058861437,0.8,0.0,0.0,126699165
1229,聯華,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q4,113/05/27,112/10/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.3,0.0,0.0,2058861437,0.8,0.0,0.0,126699165
1229,聯華,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q1,不適用,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q4,113/05/27,112/10/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.3,0.0,0.0,2058861437,0.8,0.0,0.0,126699165
1229,聯華,112,Q4,113/05/27,112/10/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.3,0.0,0.0,2058861437,0.8,0.0,0.0,126699165
1229,聯華,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q3,不適用,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,112,Q2,不適用,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1231,聯華食,112,Y1,113/06/14,112/01/01~112/12/31,股東會確認,1.6,0.0,0.0,394650547,1.0,0.0,0.0,24665659
1231,聯華食,112,Y1,113/06/14,112/01/01~112/12/31,股東會確認,1.6,0.0,0.0,394650547,1.0,0.0,0.0,24665659
1231,聯華食,112,Y1,113/06/14,112/01/01~112/12/31,股東會確認,1.6,0.0,0.0,394650547,1.0,0.0,0.0,24665659
1231,聯華食,112,Y1,113/06/14,112/01/01~112/12/31,股東會確認,1.6,0.0,0.0,394650547,1.0,0.0,0.0,24665659
1232,大統益,112,Y1,113/06/13,112/01/01~112/12/31,股東會確認,6.6,0.0,0.0,1055834439,0.0,0.0,0.0,0
1232,大統益,112,Y1,113/06/13,112/01/01~112/12/31,股東會確認,6.6,0.0,0.0,1055834439,0.0,0.0,0.0,0
1232,大統益,112,Y1,113/06/13,112/01/01~112/12/31,股東會確認,6.6,0.0,0.0,1055834439,0.0,0.0,0.0,0
1232,大統益,112,Y1,113/06/13,112/01/01~112/12/31,股東會確認,6.6,0.0,0.0,1055834439,0.0,0.0,0.0,0
1233,天仁,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.9,0.0,0.0,81532753,0.0,0.0,0.0,0
1233,天仁,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.9,0.0,0.0,81532753,0.0,0.0,0.0,0
1233,天仁,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.9,0.0,0.0,81532753,0.0,0.0,0.0,0
1233,天仁,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.9,0.0,0.0,81532753,0.0,0.0,0.0,0
1234,黑松,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.9,0.0,0.0,763555079,0.0,0.0,0.0,0
1234,黑松,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.9,0.0,0.0,763555079,0.0,0.0,0.0,0
1234,黑松,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.9,0.0,0.0,763555079,0.0,0.0,0.0,0
1234,黑松,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.9,0.0,0.0,763555079,0.0,0.0,0.0,0
1235,興泰,112,Y1,113/06/18,112/01/01~112/12/31,股東會確認,0.5,0.0,0.0,74832475,0.5,0.0,0.0,7483247
1235,興泰,112,Y1,113/06/18,112/01/01~112/12/31,股東會確認,0.5,0.0,0.0,74832475,0.5,0.0,0.0,7483247
1235,興泰,112,Y1,113/06/18,112/01/01~112/12/31,股東會確認,0.5,0.0,0.0,74832475,0.5,0.0,0.0,7483247
1235,興泰,112,Y1,113/06/18,112/01/01~112/12/31,股東會確認,0.5,0.0,0.0,74832475,0.5,0.0,0.0,7483247
1236,宏亞,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.65,0.0,0.0,56338105,0.0,0.0,0.0,0
1236,宏亞,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.65,0.0,0.0,56338105,0.0,0.0,0.0,0
1236,宏亞,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.65,0.0,0.0,56338105,0.0,0.0,0.0,0
1236,宏亞,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.65,0.0,0.0,56338105,0.0,0.0,0.0,0
1240,茂生農經,112,Y1,113/06/24,112/01/01~112/12/31,股東會確認,2.2,0.0,0.0,86614348,0.5,0.0,0.0,1968508
1240,茂生農經,112,Y1,113/06/24,112/01/01~112/12/31,股東會確認,2.2,0.0,0.0,86614348,0.5,0.0,0.0,1968508
1240,茂生農經,112,Y1,113/06/24,112/01/01~112/12/31,股東會確認,2.2,0.0,0.0,86614348,0.5,0.0,0.0,1968508
1240,茂生農經,112,Y1,113/06/24,112/01/01~112/12/31,股東會確認,2.2,0.0,0.0,86614348,0.5,0.0,0.0,1968508
1256,鮮活果汁-KY,112,Y1,113/06/06,112/01/01~112/12/31,股東會確認,6.6,0.0,0.0,223358256,0.0,0.0,0.0,0
1256,鮮活果汁-KY,112,Y1,113/06/06,112/01/01~112/12/31,股東會確認,6.6,0.0,0.0,223358256,0.0,0.0,0.0,0
1256,鮮活果汁-KY,112,Y1,113/06/06,112/01/01~112/12/31,股東會確認,6.6,0.0,0.0,223358256,0.0,0.0,0.0,0
1256,鮮活果汁-KY,112,Y1,113/06/06,112/01/01~112/12/31,股東會確認,6.6,0.0,0.0,223358256,0.0,0.0,0.0,0
1259,安心,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.8,0.0,0.0,58301100,0.0,0.0,0.0,0
1259,安心,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.8,0.0,0.0,58301100,0.0,0.0,0.0,0
1259,安心,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.8,0.0,0.0,58301100,0.0,0.0,0.0,0
1259,安心,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.8,0.0,0.0,58301100,0.0,0.0,0.0,0
1264,德麥,112,Y1,113/05/30,112/01/01~112/12/31,股東會確認,14.0,0.0,0.0,518733138,0.0,0.0,0.0,0
1264,德麥,112,Y1,113/05/30,112/01/01~112/12/31,股東會確認,14.0,0.0,0.0,518733138,0.0,0.0,0.0,0
1264,德麥,112,Y1,113/05/30,112/01/01~112/12/31,股東會確認,14.0,0.0,0.0,518733138,0.0,0.0,0.0,0
1264,德麥,112,Y1,113/05/30,112/01/01~112/12/31,股東會確認,14.0,0.0,0.0,518733138,0.0,0.0,0.0,0
1268,漢來美食,112,Y1,不適用,112/01/01~112/12/31,董事會決議,7.0,0.0,0.0,295566110,0.0,0.0,0.0,0
1268,漢來美食,112,Y1,不適用,112/01/01~112/12/31,董事會決議,7.0,0.0,0.0,295566110,0.0,0.0,0.0,0
1268,漢來美食,112,Y1,不適用,112/01/01~112/12/31,董事會決議,7.0,0.0,0.0,295566110,0.0,0.0,0.0,0
1268,漢來美食,112,Y1,不適用,112/01/01~112/12/31,董事會決議,7.0,0.0,0.0,295566110,0.0,0.0,0.0,0
1294,漢田生技,112,Y1,113/04/30,112/01/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.0,0.0,0.0,19414433,3.0,0.0,0.0,5824330
1294,漢田生技,112,Y1,113/04/30,112/01/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.0,0.0,0.0,19414433,3.0,0.0,0.0,5824330
1294,漢田生技,112,Y1,113/04/30,112/01/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.0,0.0,0.0,19414433,3.0,0.0,0.0,5824330
1294,漢田生技,112,Y1,113/04/30,112/01/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.0,0.0,0.0,19414433,3.0,0.0,0.0,5824330
1295,生合,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,1.5,0.0,0.0,46110000,0.0,0.0,0.2,614800
1295,生合,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,1.5,0.0,0.0,46110000,0.0,0.0,0.2,614800
1295,生合,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,1.5,0.0,0.0,46110000,0.0,0.0,0.2,614800
1295,生合,112,Y1,113/06/27,112/01/01~112/12/31,股東會確認,1.5,0.0,0.0,46110000,0.0,0.0,0.2,614800
1301,台塑,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.0,0.0,0.0,6365740781,0.0,0.0,0.0,0
1301,台塑,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.0,0.0,0.0,6365740781,0.0,0.0,0.0,0
1301,台塑,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.0,0.0,0.0,6365740781,0.0,0.0,0.0,0
1301,台塑,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.0,0.0,0.0,6365740781,0.0,0.0,0.0,0
1303,南亞,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.7,0.0,0.0,5551575112,0.0,0.0,0.0,0
1303,南亞,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.7,0.0,0.0,5551575112,0.0,0.0,0.0,0
1303,南亞,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.7,0.0,0.0,5551575112,0.0,0.0,0.0,0
1303,南亞,112,Y1,不適用,112/01/01~112/12/31,董事會決議,0.7,0.0,0.0,5551575112,0.0,0.0,0.0,0
1304,台聚,112,Y1,113/05/31,112/01/01~112/12/31,股東會確認,0.35,0.0,0.0,416067225,0.0,0.0,0.0,0
1304,台聚,112,Y1,113/05/31,112/01/01~112/12/31,股東會確認,0.35,0.0,0.0,416067225,0.0,0.0,0.0,0
1304,台聚,112,Y1,113/05/31,112/01/01~112/12/31,股東會確認,0.35,0.0,0.0,416067225,0.0,0.0,0.0,0
1304,台聚,112,Y1,113/05/31,112/01/01~112/12/31,股東會確認,0.35,0.0,0.0,416067225,0.0,0.0,0.0,0
1305,華夏,112,Y1,113/05/28,112/01/01~112/12/31,股東會確認,0.35,0.0,0.0,203367673,0.0,0.0,0.0,0
1305,華夏,112,Y1,113/05/28,112/01/01~112/12/31,股東會確認,0.35,0.0,0.0,203367673,0.0,0.0,0.0,0
1305,華夏,112,Y1,113/05/28,112/01/01~112/12/31,股東會確認,0.35,0.0,0.0,203367673,0.0,0.0,0.0,0
1305,華夏,112,Y1,113/05/28,112/01/01~112/12/31,股東會確認,0.35,0.0,0.0,203367673,0.0,0.0,0.0,0
1307,三芳,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.5,0.0,0.0,596727189,0.0,0.0,0.0,0
1307,三芳,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.5,0.0,0.0,596727189,0.0,0.0,0.0,0
1307,三芳,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.5,0.0,0.0,596727189,0.0,0.0,0.0,0
1307,三芳,112,Y1,不適用,112/01/01~112/12/31,董事會決議,1.5,0.0,0.0,596727189,0.0,0.0,0.0,0
1308,亞聚,112,Y1,113/05/30,112/01/01~112/12/31,股東會確認,0.45,0.0,0.0,267184763,0.0,0.0,0.0,0
