出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/11/29","114","2","2880","華南金","14325903.00","18037623.00","32363526.00","-565719.00","883343.00","17242079.00","14803823.00","3121312.00","11682511.00","--","11682511.00","295258.00","11977769.00","11682419.00","--","92.00","11977630.00","--","139.00","0.84"
"114/11/29","114","2","2881","富邦金","92409893.00","20359498.00","112769391.00","4560503.00","3148885.00","45175662.00","59884341.00","8685906.00","51198435.00","--","51198435.00","-124071390.00","-72872955.00","51383519.00","--","-185084.00","-72485649.00","--","-387306.00","3.49"
"114/11/29","114","2","2882","國泰金","132937819.00","-2092297.00","130845522.00","2457797.00","20784340.00","54471173.00","53132212.00","7223599.00","45908613.00","0.00","45908613.00","-115644046.00","-69735433.00","46000311.00","--","-91698.00","-68763678.00","--","-971755.00","2.89"
"114/11/29","114","2","2883","凱基金","37993469.00","-11210618.00","26782851.00","369993.00","4169307.00","16888404.00","5355147.00","-118234.00","5473381.00","--","5473381.00","-31467885.00","-25994504.00","5474139.00","--","-758.00","-25986350.00","--","-8154.00","0.29"
"114/11/29","114","2","2884","玉山金","19201396.00","23918857.00","43120253.00","2022256.00","--","20672507.00","20425490.00","3649672.00","16775818.00","--","16775818.00","-3125410.00","13650408.00","16770432.00","--","5386.00","13645375.00","--","5033.00","1.04"
"114/11/29","114","2","2885","元大金","18604537.00","36375422.00","54979959.00","633768.00","3332461.00","30010223.00","21003507.00","3496153.00","17507354.00","--","17507354.00","-2281310.00","15226044.00","16228259.00","--","1279095.00","14095833.00","--","1130211.00","1.22"
"114/11/29","114","2","2886","兆豐金","18973956.00","20546308.00","39520264.00","1041115.00","52524.00","17708623.00","20718002.00","2527447.00","18190555.00","--","18190555.00","3519590.00","21710145.00","18190555.00","--","0.00","21710145.00","--","0.00","1.23"
"114/11/29","114","2","2887","台新新光金","19160309.00","25577886.00","44738195.00","1181098.00","12207181.00","18768447.00","12581469.00","2359125.00","10222344.00","--","10222344.00","-2267949.00","7954395.00","10223212.00","--","-868.00","7955263.00","--","-868.00","0.71"
"114/11/29","114","2","2889","國票金","910201.00","2302542.00","3212743.00","140014.00","--","1957646.00","1115083.00","418189.00","696894.00","--","696894.00","1309689.00","2006583.00","656976.00","--","39918.00","1785094.00","--","221489.00","0.18"
"114/11/29","114","2","2890","永豐金","17304520.00","18238860.00","35543380.00","1107052.00","--","18557533.00","15878795.00","3110802.00","12767993.00","--","12767993.00","-644927.00","12123066.00","12603048.00","--","164945.00","12190633.00","--","-67567.00","0.99"
"114/11/29","114","2","2891","中信金","71285089.00","38234109.00","109519198.00","6343125.00","12346517.00","49386800.00","41442756.00","4910618.00","36532138.00","--","36532138.00","-31653642.00","4878496.00","35840735.00","--","691403.00","4480801.00","--","397695.00","1.78"
"114/11/29","114","2","2892","第一金","16406364.00","20174078.00","36580442.00","1339903.00","1114755.00","16671646.00","17454138.00","3508006.00","13946132.00","--","13946132.00","-5537256.00","8408876.00","13946132.00","--","--","8408876.00","--","--","0.97"
"114/11/29","114","2","5880","合庫金","16679827.00","18895680.00","35575507.00","1614734.00","5050875.00","15952572.00","12957326.00","2943327.00","10013999.00","--","10013999.00","-656790.00","9357209.00","10131063.00","--","-117064.00","9301229.00","--","55980.00","0.65"
