出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,利息以外淨損益,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,合併前非屬共同控制股權損益,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,本期淨利（淨損）,營業收入,營業成本,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,其他綜合損益（淨額）,收入,支出,其他綜合損益
114/10/28,111,2,6129,普誠,,,,,,272248.00,,,70764.00,--,,,121977.00,64873.00,--,5891.00,104785.00,--,17192.00,0.36,,,4250.00,,--,,--,,,,,,,,,75014.00,70764.00,921725.00,586566.00,62911.00,12103.00,,,,--,--,335159.00,--,--,335159.00,--,51213.00,,,
114/10/28,111,2,6130,上亞科技,,,,,,31448.00,,,-25537.00,--,,,-25252.00,-25537.00,--,0.00,-25252.00,--,0.00,-0.64,,,-1905.00,,--,,--,,,,,,,,,-27442.00,-25537.00,38779.00,20308.00,-12977.00,-14465.00,,,,--,--,18471.00,--,--,18471.00,0.00,285.00,,,
114/10/28,111,2,6134,萬旭,,,,,,166671.00,,,-82183.00,--,,,-124754.00,-73077.00,--,-9106.00,-119602.00,--,-5152.00,-1.01,,,157.00,,--,,--,,,,,,,,,-82026.00,-82183.00,657780.00,596835.00,-105726.00,23700.00,,,,--,--,60945.00,--,--,60945.00,--,-42571.00,,,
114/10/28,111,2,6138,茂達,,,,,,708523.00,,,876527.00,--,,,877685.00,672787.00,--,203740.00,673945.00,--,203740.00,9.30,,,220641.00,,--,,--,,,,,,,,,1097168.00,876527.00,3990391.00,2296474.00,994190.00,102978.00,,,,--,--,1693917.00,--,--,1693917.00,8796.00,1158.00,,,
114/10/28,111,2,6140,訊達電腦,,,,,,80989.00,,,12986.00,--,,,19024.00,12986.00,--,--,19024.00,--,--,0.34,,,2954.00,,--,,--,,,,,,,,,15940.00,12986.00,903631.00,824685.00,-2043.00,17983.00,,,,--,--,78946.00,--,--,78946.00,--,6038.00,,,
114/10/28,111,2,6143,振曜,,,,,,385035.00,,,166473.00,--,,,206399.00,116579.00,--,49894.00,153843.00,--,52556.00,1.43,,,41829.00,,--,,--,,,,,,,,,208302.00,166473.00,2440402.00,1978968.00,76399.00,131903.00,,,,--,--,461434.00,--,--,461434.00,--,39926.00,,,
114/10/28,111,2,6144,得利影,,,,,,48329.00,,,-1767.00,--,,,-1652.00,--,--,--,--,--,--,-0.05,,,0.00,,--,,--,,,,,,,,,-1767.00,-1767.00,112585.00,68891.00,-4635.00,2868.00,,,,--,--,43694.00,--,--,43694.00,--,115.00,,,
114/10/28,111,2,6146,耕興,,,,,,461876.00,,,794339.00,--,,,818461.00,758428.00,--,35911.00,775287.00,--,43174.00,7.82,,,224497.00,,--,,--,,,,,,,,,1018836.00,794339.00,2513851.00,1126374.00,925601.00,93235.00,,,,--,--,1387477.00,--,--,1387477.00,--,24122.00,,,
114/10/28,111,2,6147,頎邦,,,,,,1055071.00,,,3512224.00,--,,,462610.00,3512224.00,--,--,462610.00,--,--,4.75,,,1040500.00,,--,,--,,,,,,,,,4552724.00,3512224.00,13373961.00,8938907.00,3379983.00,1172741.00,,,,--,--,4435054.00,--,--,4435054.00,--,-3049614.00,,,
114/10/28,111,2,6148,驊宏資,,,,,,54353.00,,,10371.00,0.00,,,10371.00,10371.00,--,0.00,10371.00,--,0.00,0.23,,,6576.00,,--,,--,,,,,,,,,16947.00,10371.00,199448.00,133958.00,11137.00,5810.00,,,,--,--,65490.00,--,--,65490.00,--,0.00,,,
114/10/28,111,2,6150,撼訊,,,,,,169483.00,,,110327.00,--,,,106532.00,110745.00,--,-418.00,106950.00,--,-418.00,2.29,,,42140.00,,--,,--,,,,,,,,,152467.00,110327.00,3140456.00,2822046.00,148927.00,3540.00,,,,--,--,318410.00,--,--,318410.00,--,-3795.00,,,
114/10/28,111,2,6151,晉倫,,,,,,108730.00,,,56739.00,--,,,68003.00,56739.00,--,0.00,68003.00,--,0.00,1.03,,,18465.00,,--,,--,,,,,,,,,75204.00,56739.00,896039.00,715822.00,71487.00,3717.00,,,,--,--,180217.00,--,--,180217.00,--,11264.00,,,
114/10/28,111,2,6154,順發,,,,,,298657.00,,,60261.00,--,,,58998.00,60261.00,--,--,58998.00,--,--,0.75,,,16694.00,,--,,--,,,,,,,,,76955.00,60261.00,2454382.00,2079780.00,75945.00,1010.00,,,,--,--,374602.00,--,--,374602.00,--,-1263.00,,,
114/10/28,111,2,6156,松上,,,,,,196452.00,,,49605.00,0.00,,,73845.00,58586.00,--,-8981.00,75741.00,--,-1896.00,0.73,,,10237.00,,--,,--,,,,,,,,,59842.00,49605.00,2113479.00,1935768.00,-18741.00,78583.00,,,,--,--,177711.00,0.00,0.00,177711.00,--,24240.00,,,
114/10/28,111,2,6158,禾昌,,,,,,243403.00,,,83087.00,--,,,147859.00,83087.00,--,--,147859.00,--,--,1.57,,,6762.00,,--,,--,,,,,,,,,89849.00,83087.00,1107742.00,793282.00,71057.00,18792.00,,,,--,--,314460.00,--,--,314460.00,--,64772.00,,,
114/10/28,111,2,6160,欣技,,,,,,211809.00,,,10978.00,--,,,18240.00,11499.00,--,-521.00,18761.00,--,-521.00,0.17,,,3509.00,,--,,--,,,,,,,,,14487.00,10978.00,579858.00,359977.00,8072.00,6415.00,,,,--,--,219881.00,--,--,219881.00,--,7262.00,,,
114/10/28,111,2,6161,捷波,,,,,,161684.00,,,129643.00,--,,,179293.00,129643.00,--,--,179293.00,--,--,1.73,,,35717.00,,--,,--,,,,,,,,,165360.00,129643.00,962142.00,667257.00,133201.00,32159.00,,,,--,--,294885.00,--,--,294885.00,--,49650.00,,,
114/10/28,111,2,6163,華電網,,,,,,541285.00,,,-93077.00,--,,,-136603.00,-93077.00,--,--,-136603.00,--,--,-0.72,,,-748.00,,--,,--,,,,,,,,,-93825.00,-93077.00,1981071.00,1560598.00,-120812.00,26987.00,,,,--,--,420473.00,--,--,420473.00,--,-43526.00,,,
114/10/28,111,2,6167,久正,,,,,,106532.00,,,117990.00,--,,,134176.00,117990.00,--,0.00,134176.00,--,0.00,0.73,,,25654.00,,--,,--,,,,,,,,,143644.00,117990.00,1094757.00,912024.00,76201.00,67443.00,,,,--,--,182733.00,--,--,182733.00,--,16186.00,,,
114/10/28,111,2,6169,昱泉,,,,,,13093.00,,,-4138.00,--,,,-4017.00,-4138.00,--,--,-4017.00,--,--,-0.18,,,-560.00,,--,,--,,,,,,,,,-4698.00,-4138.00,763.00,0.00,-12330.00,7632.00,,,,--,--,763.00,--,--,763.00,--,121.00,,,
114/10/28,111,2,6170,統振,,,,,,246849.00,,,160430.00,--,,,155668.00,149001.00,--,11429.00,142761.00,--,12907.00,1.71,,,-2154.00,,--,,--,,,,,,,,,158276.00,160430.00,1522712.00,1195427.00,80436.00,77840.00,,,,--,--,327285.00,--,--,327285.00,--,-4762.00,,,
114/10/28,111,2,6171,大城地產,,,,,,25379.00,,,56357.00,--,,,56357.00,--,--,--,--,--,--,0.65,,,11686.00,,--,,0.00,,,,,,,,,68043.00,56357.00,331615.00,239162.00,67074.00,969.00,,,,--,--,92453.00,--,--,92453.00,--,0.00,,,
114/10/28,111,2,6173,信昌電,,,,,,186330.00,,,397551.00,--,,,90236.00,397551.00,--,0.00,90236.00,--,0.00,2.32,,,104862.00,,--,,--,,,,,,,,,502413.00,397551.00,2445873.00,1783423.00,476120.00,26293.00,,,,--,--,662450.00,--,--,662450.00,--,-307315.00,,,
114/10/28,111,2,6174,安��,,,,,,71954.00,,,87056.00,--,,,69306.00,87056.00,--,--,69306.00,--,--,1.74,,,13960.00,,--,,--,,,,,,,,,101016.00,87056.00,368030.00,211722.00,84354.00,16662.00,,,,--,--,156308.00,--,--,156308.00,--,-17750.00,,,
114/10/28,111,2,6175,立敦,,,,,,170388.00,,,324109.00,--,,,394003.00,278528.00,--,45581.00,335836.00,--,58167.00,1.95,,,103575.00,,--,,--,,,,,,,,,427684.00,324109.00,2115659.00,1557861.00,387410.00,40274.00,,,,--,--,557798.00,--,--,557798.00,--,69894.00,,,
114/10/28,111,2,6179,亞通,,,,,,86347.00,,,15548.00,--,,,12157.00,16026.00,--,-478.00,13484.00,--,-1327.00,0.18,,,6949.00,,--,,--,,,,,,,,,22497.00,15548.00,1294897.00,1264823.00,-53413.00,75910.00,,,,--,--,30074.00,--,2860.00,32934.00,--,-3391.00,,,
114/10/28,111,2,6180,橘子,,,,,,1484467.00,,,767959.00,--,,,779564.00,769453.00,--,-1494.00,764619.00,--,14945.00,4.38,,,224307.00,,--,,--,,,,,,,,,992266.00,767959.00,5833450.00,3286188.00,1062795.00,-70529.00,,,,--,--,2547262.00,--,--,2547262.00,--,11605.00,,,
114/10/28,111,2,6182,合晶,,,,,,856126.00,,,1410146.00,--,,,1620923.00,1026967.00,--,383179.00,1130271.00,--,490652.00,1.90,,,323597.00,,--,,--,,,,,,,,,1733743.00,1410146.00,6154141.00,3588258.00,1709757.00,23986.00,,,,--,--,2565883.00,0.00,--,2565883.00,--,210777.00,,,
114/10/28,111,2,6185,幃翔,,,,,,110625.00,,,-15814.00,--,,,32943.00,-15814.00,--,--,32943.00,--,--,-0.10,,,-10468.00,,--,,--,,,,,,,,,-26282.00,-15814.00,283304.00,205387.00,-32708.00,6426.00,,,,--,--,77917.00,--,--,77917.00,--,48757.00,,,
114/10/28,111,2,6186,新潤,,,,,,77621.00,,,-77944.00,--,,,-77944.00,--,--,--,--,--,--,-0.55,,,2121.00,,--,,--,,,,,,,,,-75823.00,-77944.00,2775.00,2193.00,-77039.00,1216.00,,,,--,--,582.00,--,--,582.00,--,0.00,,,
114/10/28,111,2,6187,萬潤,,,,,,314331.00,,,317683.00,--,,,256756.00,317683.00,--,--,256756.00,--,--,3.90,,,65538.00,,--,,--,,,,,,,,,383221.00,317683.00,1394474.00,766165.00,313978.00,69243.00,,,,--,--,628309.00,--,--,628309.00,--,-60927.00,,,
114/10/28,111,2,6188,廣明,,,,,,772382.00,,,531462.00,--,,,816202.00,522342.00,--,9120.00,806687.00,--,9515.00,1.88,,,147925.00,,--,,--,,,,,,,,,679387.00,531462.00,5578214.00,4338301.00,467531.00,211856.00,,,,--,--,1239913.00,--,--,1239913.00,--,284740.00,,,
114/10/28,111,2,6190,萬泰科,,,,,,480628.00,,,325443.00,--,,,372690.00,267960.00,--,57483.00,303192.00,--,69498.00,1.76,,,132294.00,,--,,--,,,,,,,,,457737.00,325443.00,5059893.00,4161077.00,418188.00,39549.00,,,,--,--,898816.00,--,--,898816.00,--,47247.00,,,
114/10/28,111,2,6194,育富,,,,,,46317.00,,,-25173.00,--,,,39496.00,-25173.00,--,--,39496.00,--,--,-0.42,,,-6765.00,,--,,--,,,,,,,,,-31938.00,-25173.00,619126.00,627544.00,-54735.00,22797.00,,,,--,--,-8418.00,--,--,-8418.00,--,64669.00,,,
114/10/28,111,2,6195,詩肯,,,,,,548602.00,,,128306.00,--,,,136600.00,128112.00,--,194.00,136273.00,--,327.00,2.55,,,39862.00,,--,,--,,,,,,,,,168168.00,128306.00,1247297.00,545403.00,153292.00,14876.00,,,,--,--,701894.00,--,--,701894.00,--,8294.00,,,
114/10/28,111,2,6198,瑞築,,,,,,9689.00,,,-5696.00,--,,,-5638.00,-5696.00,--,--,-5638.00,--,--,-0.25,,,2.00,,--,,--,,,,,,,,,-5694.00,-5696.00,2640.00,651.00,-7700.00,2006.00,,,,--,--,1989.00,--,--,1989.00,--,58.00,,,
114/10/28,111,2,6199,天品,,,,,,30866.00,,,-11697.00,--,,,-25332.00,-8231.00,--,-3466.00,-21864.00,--,-3468.00,-0.13,,,3172.00,,--,,--,,,,,,,,,-8525.00,-11697.00,48847.00,11080.00,6901.00,-15426.00,,,,--,--,37767.00,--,--,37767.00,--,-13635.00,,,
114/10/28,111,2,6203,海韻電,,,,,,165687.00,,,238726.00,--,,,246822.00,238726.00,--,0.00,246822.00,--,0.00,2.99,,,107982.00,,--,,--,,,,,,,,,346708.00,238726.00,1324193.00,922489.00,236017.00,110691.00,,,,--,--,401704.00,--,--,401704.00,--,8096.00,,,
114/10/28,111,2,6204,艾華,,,,,,50396.00,,,12670.00,--,,,17235.00,12670.00,--,--,17235.00,--,--,0.55,,,2466.00,,--,,--,,,,,,,,,15136.00,12670.00,214462.00,161480.00,2586.00,12550.00,,,,--,--,52982.00,--,--,52982.00,--,4565.00,,,
114/10/28,111,2,6207,雷科,,,,,,141362.00,,,101617.00,--,,,209909.00,102093.00,--,-476.00,210362.00,--,-453.00,1.22,,,25208.00,,--,,--,,,,,,,,,126825.00,101617.00,692744.00,472043.00,79339.00,47486.00,,,,--,--,220701.00,--,--,220701.00,--,108292.00,,,
114/10/28,111,2,6208,日揚,,,,,,424452.00,,,282213.00,--,,,292651.00,245365.00,--,36848.00,254890.00,--,37761.00,2.08,,,74544.00,,--,,--,,,,,,,,,356757.00,282213.00,1938661.00,1203877.00,310922.00,45835.00,,,,--,--,734784.00,--,--,734784.00,590.00,10438.00,,,
114/10/28,111,2,6210,慶生,,,,,,49076.00,,,21535.00,--,,,21535.00,--,--,--,--,--,--,0.62,,,5463.00,,--,,--,,,,,,,,,26998.00,21535.00,312351.00,250050.00,13300.00,13698.00,,,,--,--,62301.00,--,--,62301.00,75.00,--,,,
114/10/28,111,2,6212,理銘,,,,,,75303.00,,,89731.00,--,,,89731.00,--,--,--,--,--,--,0.88,,,45971.00,,--,,--,,,,,,,,,135702.00,89731.00,868082.00,656183.00,136596.00,-894.00,,,,--,--,211899.00,--,--,211899.00,--,0.00,,,
114/10/28,111,2,6217,中探針,,,,,,404767.00,,,149763.00,--,,,175114.00,153010.00,--,-3247.00,178466.00,--,-3352.00,2.14,,,36975.00,,--,,--,,,,,,,,,186738.00,149763.00,1753342.00,1178391.00,170184.00,16554.00,,,,--,--,574951.00,--,--,574951.00,--,25351.00,,,
114/10/28,111,2,6218,豪勉,,,,,,126206.00,,,5906.00,--,,,6553.00,5906.00,--,0.00,6553.00,--,0.00,0.09,,,7692.00,,--,,--,,,,,,,,,13598.00,5906.00,451358.00,299009.00,26143.00,-12545.00,,,,--,--,152349.00,--,--,152349.00,--,647.00,,,
114/10/28,111,2,6219,富旺,,,,,,121001.00,,,-748086.00,--,,,-747947.00,-748086.00,--,--,-747947.00,--,--,-4.86,,,7067.00,,--,,--,,,,,,,,,-741019.00,-748086.00,278865.00,200915.00,-43051.00,-697968.00,,,,--,--,77950.00,--,--,77950.00,--,139.00,,,
114/10/28,111,2,6220,岳豐,,,,,,1173566.00,,,70146.00,--,,,278127.00,69839.00,--,307.00,277820.00,--,307.00,0.53,,,17859.00,,--,,--,,,,,,,,,88005.00,70146.00,6082276.00,4790060.00,118650.00,-30645.00,,,,--,--,1292216.00,--,--,1292216.00,--,207981.00,,,
114/10/28,111,2,6221,晉泰,,,,,,281127.00,,,175417.00,--,,,161744.00,174532.00,--,885.00,160859.00,--,885.00,2.44,,,46514.00,,--,,--,,,,,,,,,221931.00,175417.00,2405631.00,1917389.00,207115.00,14816.00,,,,--,--,488242.00,--,--,488242.00,--,-13673.00,,,
114/10/28,111,2,6222,立軒,,,,,,9218.00,,,-6994.00,--,,,-3233.00,-6992.00,--,-2.00,-3231.00,--,-2.00,-0.17,,,396.00,,--,,--,,,,,,,,,-6598.00,-6994.00,6698.00,6059.00,-8579.00,1981.00,,,,--,--,639.00,--,--,639.00,--,3761.00,,,
114/10/28,111,2,6223,旺矽,,,,,,1007562.00,,,607788.00,--,,,614985.00,607977.00,--,-189.00,615333.00,--,-348.00,6.46,,,131447.00,,--,,--,,,,,,,,,739235.00,607788.00,3604032.00,1975804.00,620666.00,118569.00,,,,--,--,1628228.00,--,--,1628228.00,--,7197.00,,,
114/10/28,111,2,6227,茂綸,,,,,,303866.00,,,280138.00,--,,,303124.00,280138.00,--,--,303124.00,--,--,3.68,,,80968.00,,--,,--,,,,,,,,,361106.00,280138.00,7355399.00,6697702.00,353831.00,7275.00,,,,--,--,657697.00,--,--,657697.00,--,22986.00,,,
114/10/28,111,2,6228,全譜,,,,,,22200.00,,,-12504.00,--,,,-10966.00,-12504.00,--,--,-10966.00,--,--,-0.31,,,149.00,,--,,--,,,,,,,,,-12355.00,-12504.00,25194.00,19350.00,-16356.00,4001.00,,,,--,--,5844.00,--,--,5844.00,--,1538.00,,,
114/10/28,111,2,6229,研通,,,,,,130290.00,,,65108.00,--,,,26232.00,65108.00,--,--,26232.00,--,--,1.83,,,16974.00,,--,,--,,,,,,,,,82082.00,65108.00,838331.00,679670.00,28730.00,53352.00,,,,--,--,158661.00,--,--,158661.00,359.00,-38876.00,,,
114/10/28,111,2,6231,系微,,,,,,417659.00,,,145020.00,0.00,,,161457.00,145020.00,0.00,0.00,161457.00,--,0.00,3.81,,,44558.00,,--,,--,,,,,,,,,189578.00,145020.00,701350.00,109592.00,174099.00,15479.00,,,,--,--,591758.00,--,--,591758.00,--,16437.00,,,
114/10/28,111,2,6233,旺玖,,,,,,84875.00,,,25136.00,--,,,4035.00,25136.00,--,--,4035.00,--,--,0.32,,,0.00,,--,,--,,,,,,,,,25136.00,25136.00,218659.00,124961.00,8823.00,16313.00,,,,--,--,93698.00,--,--,93698.00,--,-21101.00,,,
114/10/28,111,2,6234,高僑,,,,,,31600.00,,,126715.00,--,,,134149.00,126715.00,--,--,134149.00,--,--,1.26,,,37135.00,,--,,--,,,,,,,,,163850.00,126715.00,894396.00,746572.00,116224.00,47626.00,,,,--,--,147824.00,--,--,147824.00,--,7434.00,,,
114/10/28,111,2,6236,中湛,,,,,,12957.00,,,1704.00,--,,,2067.00,1704.00,--,--,2067.00,--,--,0.05,,,0.00,,--,,--,,,,,,,,,1704.00,1704.00,16830.00,6057.00,-2184.00,3888.00,,,,--,--,10773.00,--,--,10773.00,--,363.00,,,
114/10/28,111,2,6237,驊訊,,,,,,143535.00,,,2894.00,--,,,3613.00,2894.00,--,--,3613.00,--,--,0.04,,,16386.00,,--,,--,,,,,,,,,19280.00,2894.00,462752.00,341526.00,-22309.00,41589.00,,,,--,--,121226.00,--,--,121226.00,--,719.00,,,
114/10/28,111,2,6240,松崗,,,,,,5854.00,,,47025.00,--,,,63523.00,47025.00,--,--,63523.00,--,--,2.06,,,-658.00,,--,,--,,,,,,,,,46367.00,47025.00,6375.00,2516.00,-1995.00,48362.00,,,,--,--,3859.00,--,--,3859.00,0.00,16498.00,,,
114/10/28,111,2,6241,易通展,,,,,,56652.00,,,-11657.00,--,,,-11657.00,--,--,--,--,--,--,-0.35,,,0.00,,--,,--,,,,,,,,,-11657.00,-11657.00,564302.00,519057.00,-11407.00,-250.00,,,,--,--,45245.00,--,--,45245.00,--,--,,,
114/10/28,111,2,6242,立康,,,,,,99579.00,,,44372.00,--,,,44822.00,--,--,--,--,--,--,1.90,,,11784.00,,--,,--,,,,,,,,,56156.00,44372.00,303206.00,147602.00,56025.00,131.00,,,,--,--,155604.00,--,--,155604.00,--,450.00,,,
114/10/28,111,2,6244,茂迪,,,,,,151540.00,,,102697.00,--,,,117447.00,99883.00,--,2814.00,113027.00,--,4420.00,0.28,,,1502.00,,--,,--,,,,,,,,,104199.00,102697.00,2262288.00,2039429.00,71319.00,32880.00,,,,--,--,222859.00,--,--,222859.00,--,14750.00,,,
114/10/28,111,2,6245,立端,,,,,,774323.00,,,342911.00,--,,,404579.00,342992.00,--,-81.00,404741.00,--,-162.00,2.92,,,78381.00,,--,,--,,,,,,,,,421292.00,342911.00,4141125.00,2990886.00,375916.00,45376.00,,,,--,--,1150239.00,--,--,1150239.00,--,61668.00,,,
114/10/28,111,2,6246,臺龍,,,,,,90324.00,,,8423.00,--,,,20624.00,8423.00,--,--,20624.00,--,--,0.23,,,2985.00,,--,,--,,,,,,,,,11408.00,8423.00,1025237.00,926973.00,7940.00,3468.00,,,,--,--,98264.00,--,--,98264.00,--,12201.00,,,
114/10/28,111,2,6248,沛波,,,,,,85153.00,,,69223.00,--,,,69223.00,--,--,--,--,--,--,1.51,,,17441.00,,--,,--,,,,,,,,,86664.00,69223.00,3038224.00,2863650.00,89421.00,-2757.00,,,,--,--,174574.00,--,--,174574.00,--,0.00,,,
114/10/28,111,2,6259,百徽,,,,,,48578.00,,,17757.00,--,,,17206.00,16237.00,--,1520.00,15686.00,--,1520.00,0.91,,,2901.00,,--,,--,,,,,,,,,20658.00,17757.00,338648.00,279794.00,10276.00,10382.00,,,,--,--,58854.00,--,--,58854.00,--,-551.00,,,
114/10/28,111,2,6261,久元,,,,,,331787.00,,,628357.00,--,,,554355.00,600912.00,--,27445.00,523300.00,--,31055.00,4.68,,,180261.00,,--,,--,,,,,,,,,808618.00,628357.00,2616594.00,1559478.00,766802.00,41816.00,,,,--,--,1057116.00,--,--,1057116.00,41473.00,-74002.00,,,
114/10/28,111,2,6263,普萊德,,,,,,101388.00,,,188341.00,--,,,188341.00,188341.00,--,0.00,188341.00,--,0.00,3.01,,,41621.00,,--,,--,,,,,,,,,229962.00,188341.00,795607.00,476443.00,217776.00,12186.00,,,,--,--,319164.00,--,--,319164.00,--,0.00,,,
114/10/28,111,2,6264,富裔,,,,,,44022.00,,,-49522.00,--,,,-49522.00,-52122.00,--,2600.00,-52122.00,--,2600.00,-0.45,,,2228.00,,--,,--,,,,,,,,,-47294.00,-49522.00,192634.00,172842.00,-24230.00,-23064.00,,,,--,--,19792.00,--,--,19792.00,--,--,,,
114/10/28,111,2,6265,方方土昶,,,,,,36748.00,,,19684.00,--,,,22906.00,19684.00,--,--,22906.00,--,--,0.17,,,7568.00,,--,,--,,,,,,,,,27252.00,19684.00,703959.00,662015.00,5196.00,22056.00,,,,--,--,41944.00,--,--,41944.00,--,3222.00,,,
114/10/28,111,2,6266,泰詠,,,,,,91907.00,,,148989.00,--,,,161471.00,148989.00,--,--,161471.00,--,--,1.36,,,44171.00,,--,,--,,,,,,,,,193160.00,148989.00,1461616.00,1201392.00,168317.00,24843.00,,,,--,--,260224.00,--,--,260224.00,--,12482.00,,,
114/10/28,111,2,6270,倍微,,,,,,113835.00,,,82444.00,--,,,95697.00,82444.00,--,--,95697.00,--,--,1.14,,,18996.00,,--,,--,,,,,,,,,101440.00,82444.00,2294543.00,2080284.00,100424.00,1016.00,,,,--,--,214259.00,--,--,214259.00,--,13253.00,,,
114/10/28,111,2,6274,台燿,,,,,,975394.00,,,701754.00,--,,,867716.00,701754.00,--,--,867716.00,--,--,2.61,,,195323.00,,--,,--,,,,,,,,,897077.00,701754.00,9813619.00,7969321.00,868904.00,28173.00,,,,--,--,1844298.00,--,--,1844298.00,--,165962.00,,,
114/10/28,111,2,6275,元山,,,,,,243004.00,,,110315.00,--,,,110938.00,110315.00,--,--,110938.00,--,--,1.59,,,30420.00,,--,,--,,,,,,,,,140735.00,110315.00,1985382.00,1648041.00,94337.00,46398.00,,,,--,--,337341.00,--,--,337341.00,--,623.00,,,
114/10/28,111,2,6276,安鈦克,,,,,,126637.00,,,-9126.00,0.00,,,-8321.00,-9087.00,--,-39.00,-8282.00,--,-39.00,-0.29,,,-257.00,,--,,--,,,,,,,,,-9383.00,-9126.00,662397.00,552063.00,-16303.00,6920.00,,,,--,--,110334.00,--,--,110334.00,--,805.00,,,
114/10/28,111,2,6279,胡連,,,,,,423471.00,,,310780.00,--,,,392426.00,310936.00,--,-156.00,392582.00,--,-156.00,3.12,,,127439.00,,--,,--,,,,,,,,,438219.00,310780.00,2742836.00,1924381.00,394984.00,43235.00,,,,--,--,818455.00,--,--,818455.00,--,81646.00,,,
114/10/28,111,2,6284,佳邦,,,,,,523575.00,,,358238.00,--,,,312254.00,358238.00,0.00,--,312254.00,0.00,--,2.56,,,69252.00,,--,,--,,,,,,,,,427490.00,358238.00,3161552.00,2341084.00,296893.00,130597.00,,,,--,--,820468.00,--,--,820468.00,--,-45984.00,,,
114/10/28,111,2,6290,良維,,,,,,445374.00,,,331455.00,--,,,423345.00,323328.00,--,8127.00,412872.00,--,10473.00,2.19,,,80436.00,,--,,--,,,,,,,,,411891.00,331455.00,3882595.00,3310561.00,209962.00,201929.00,,,,--,--,572034.00,--,--,572034.00,83302.00,91890.00,,,
114/10/28,111,2,6291,沛亨,,,,,,151828.00,,,77661.00,--,,,79010.00,77657.00,0.00,4.00,78791.00,0.00,219.00,1.43,,,26005.00,,--,,--,,,,,,,,,103666.00,77661.00,711285.00,488967.00,70490.00,33176.00,,,,--,--,222318.00,--,--,222318.00,--,1349.00,,,
114/10/28,111,2,6292,迅德,,,,,,127879.00,,,30505.00,--,,,50936.00,30505.00,--,--,50936.00,--,--,0.65,,,50410.00,,--,,--,,,,,,,,,80915.00,30505.00,742251.00,505136.00,114879.00,-33964.00,,,,--,--,237115.00,--,--,237115.00,5643.00,20431.00,,,
114/10/28,111,2,6294,智基,,,,,,82252.00,,,126448.00,--,,,126448.00,126818.00,--,-370.00,126818.00,--,-370.00,5.16,,,32173.00,,--,,--,,,,,,,,,158621.00,126448.00,507776.00,267263.00,158261.00,360.00,,,,--,--,240513.00,--,--,240513.00,--,--,,,
114/10/28,111,2,6411,晶焱,,,,,,471766.00,,,410895.00,--,,,412004.00,421713.00,--,-10818.00,418508.00,--,-6504.00,4.59,,,95217.00,,--,,--,,,,,,,,,506112.00,410895.00,1887500.00,1016291.00,399443.00,106669.00,,,,--,--,871209.00,--,--,871209.00,--,1109.00,,,
114/10/28,111,2,6417,韋僑,,,,,,96573.00,,,63295.00,--,,,62855.00,63295.00,--,--,62855.00,--,--,1.50,,,12698.00,,--,,--,,,,,,,,,75993.00,63295.00,574024.00,417440.00,60011.00,15982.00,,,,--,--,156584.00,--,--,156584.00,--,-440.00,,,
114/10/28,111,2,6418,詠昇,,,,,,61513.00,,,11225.00,--,,,15247.00,11225.00,--,--,15247.00,--,--,0.33,,,2700.00,,--,,--,,,,,,,,,13925.00,11225.00,426003.00,354175.00,10315.00,3610.00,,,,--,--,71828.00,--,--,71828.00,--,4022.00,,,
114/10/28,111,2,6419,京晨科,,,,,,55056.00,,,22392.00,--,,,23266.00,22397.00,--,-5.00,23271.00,--,-5.00,1.70,,,0.00,,--,,--,,,,,,,,,22392.00,22392.00,97491.00,46628.00,-4193.00,26585.00,,,,--,--,50863.00,--,--,50863.00,--,874.00,,,
114/10/28,111,2,6425,易發,,,,,,199403.00,,,6230.00,--,,,8080.00,5902.00,--,328.00,7752.00,--,328.00,0.14,,,1320.00,,--,,--,,,,,,,,,7550.00,6230.00,824340.00,636529.00,-11592.00,19142.00,,,,--,--,187811.00,--,--,187811.00,--,1850.00,,,
