出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","114","3","1477","聚陽","26501961.00","20056996.00","--","--","6444965.00","--","--","6444965.00","2831230.00","--","3613735.00","-95329.00","3518406.00","730069.00","2788337.00","--","--","2788337.00","-419477.00","--","2368860.00","2744755.00","--","43582.00","2325812.00","--","43048.00","11.13"
"114/10/29","114","3","2006","東和鋼鐵","44023554.00","37650894.00","--","--","6372660.00","--","--","6372660.00","2023470.00","--","4349190.00","-90641.00","4258549.00","910646.00","3347903.00","--","--","3347903.00","-289949.00","--","3057954.00","3323001.00","--","24902.00","3034240.00","--","23714.00","4.55"
"114/10/29","114","3","2419","仲琦","6343528.00","5220179.00","--","--","1123349.00","--","--","1123349.00","1068244.00","--","55105.00","-31661.00","23444.00","-20374.00","43818.00","--","--","43818.00","-189405.00","--","-145587.00","-56180.00","--","99998.00","-245244.00","--","99657.00","-0.17"
"114/10/29","114","3","3023","信邦","23446163.00","17796354.00","--","--","5649809.00","--","--","5649809.00","3085789.00","--","2564020.00","573752.00","3137772.00","732134.00","2405638.00","--","--","2405638.00","-611629.00","--","1794009.00","2415391.00","--","-9753.00","1810902.00","--","-16893.00","10.06"
"114/10/29","114","3","3035","智原","15185048.00","11511290.00","--","--","3673758.00","--","--","3673758.00","3201793.00","--","471965.00","239915.00","711880.00","160603.00","551277.00","--","--","551277.00","-149062.00","--","402215.00","523786.00","--","27491.00","389539.00","--","12676.00","2.01"
"114/10/29","114","3","3037","欣興","96549996.00","83729871.00","--","--","12820125.00","--","--","12820125.00","8586485.00","75076.00","4308716.00","368117.00","4676833.00","1042196.00","3634637.00","--","--","3634637.00","-2441282.00","--","1193355.00","3138640.00","--","495997.00","996280.00","--","197075.00","2.06"
"114/10/29","114","3","3168","眾福科","2584845.00","1941942.00","--","--","642903.00","0.00","4.00","642907.00","412538.00","--","230369.00","-5153.00","225216.00","45197.00","180019.00","--","--","180019.00","-24748.00","--","155271.00","150068.00","--","29951.00","125805.00","--","29466.00","1.94"
"114/10/29","114","3","3321","同泰","1620177.00","1523175.00","--","--","97002.00","--","--","97002.00","201421.00","--","-104419.00","-22167.00","-126586.00","7406.00","-133992.00","--","--","-133992.00","-21092.00","--","-155084.00","-133992.00","--","--","-155084.00","--","--","-2.52"
"114/10/29","114","3","3454","晶睿","5783406.00","4178092.00","--","--","1605314.00","--","--","1605314.00","1658918.00","--","-53604.00","-5358.00","-58962.00","1113.00","-60075.00","--","--","-60075.00","-36138.00","--","-96213.00","-65944.00","--","5869.00","-102082.00","--","5869.00","-0.76"
"114/10/29","114","3","3504","揚明光","2001704.00","1677709.00","--","--","323995.00","--","--","323995.00","398086.00","--","-74091.00","74142.00","51.00","1915.00","-1864.00","--","--","-1864.00","-54103.00","--","-55967.00","-1864.00","--","0.00","-55967.00","--","0.00","-0.02"
"114/10/29","114","3","6112","邁達特","16234438.00","13967580.00","--","--","2266858.00","--","--","2266858.00","1915296.00","--","351562.00","4295.00","355857.00","112821.00","243036.00","--","--","243036.00","-37087.00","--","205949.00","226916.00","--","16120.00","216969.00","--","-11020.00","1.20"
"114/10/29","114","3","7799","禾榮科","5526.00","22910.00","--","--","-17384.00","--","--","-17384.00","388590.00","--","-405974.00","6873.00","-399101.00","0.00","-399101.00","--","--","-399101.00","--","--","-399101.00","--","--","--","--","--","--","-2.82"
